CensusTract,State,County,Pop2010,LILATracts_1And10,LALOWI1_10,TractLOWI
48175960200,Texas,Goliad County,3156,0,295,993
48177000100,Texas,Gonzales County,3103,0,994,1296
48177000200,Texas,Gonzales County,4874,0,1378,1796
48177000300,Texas,Gonzales County,3520,1,604,1851
48177000400,Texas,Gonzales County,2114,0,105,933
48177000500,Texas,Gonzales County,3681,0,230,1660
48177000600,Texas,Gonzales County,2515,0,150,653
48179950100,Texas,Gray County,4538,0,695,1215
48179950300,Texas,Gray County,4325,0,93,613
48179950400,Texas,Gray County,4877,0,1,1554
48179950500,Texas,Gray County,2771,1,218,1792
48179950600,Texas,Gray County,2190,0,107,1270
48179950700,Texas,Gray County,2175,0,266,1000
48179950800,Texas,Gray County,1659,1,534,880
48181000101,Texas,Grayson County,4708,0,NULL,1352
48181000102,Texas,Grayson County,3056,0,NULL,1203
48181000200,Texas,Grayson County,2280,0,NULL,1442
48181000302,Texas,Grayson County,4469,0,NULL,1146
48181000303,Texas,Grayson County,4478,0,NULL,1689
48181000304,Texas,Grayson County,3369,0,257,1094
48181000400,Texas,Grayson County,2861,1,643,1168
48181000501,Texas,Grayson County,3689,1,529,1594
48181000502,Texas,Grayson County,1304,0,NULL,642
48181000600,Texas,Grayson County,3516,0,NULL,955
48181000700,Texas,Grayson County,3971,1,714,1645
48181000800,Texas,Grayson County,5596,0,226,1327
48181000901,Texas,Grayson County,3591,0,NULL,1261
48181000902,Texas,Grayson County,6542,0,1010,2413
48181001101,Texas,Grayson County,4196,0,NULL,1174
48181001102,Texas,Grayson County,6928,0,880,1869
48181001200,Texas,Grayson County,5892,0,233,2221
48181001300,Texas,Grayson County,3725,0,20,1888
48181001400,Texas,Grayson County,5521,1,372,2534
48181001500,Texas,Grayson County,6419,1,1498,3907
48181001700,Texas,Grayson County,4816,0,NULL,2288
48181001801,Texas,Grayson County,6016,0,NULL,1806
48181001802,Texas,Grayson County,4767,0,NULL,1267
48181001803,Texas,Grayson County,5580,0,262,1304
48181001900,Texas,Grayson County,10515,0,59,1903
48181002000,Texas,Grayson County,3072,1,424,1864
48183000200,Texas,Gregg County,5448,0,626,1561
48183000300,Texas,Gregg County,4944,0,237,1611
48183000401,Texas,Gregg County,3412,0,460,1369
48183000402,Texas,Gregg County,3499,0,NULL,1089
48183000501,Texas,Gregg County,4801,0,29,850
48183000502,Texas,Gregg County,4420,1,348,2196
48183000600,Texas,Gregg County,7209,0,118,1957
48183000700,Texas,Gregg County,5420,0,44,2132
48183000800,Texas,Gregg County,7018,1,2591,4017
48183000900,Texas,Gregg County,3143,1,1311,2287
48183001000,Texas,Gregg County,2672,0,12,1560
48183001100,Texas,Gregg County,4643,1,722,2125
48183001200,Texas,Gregg County,3022,1,256,1971
48183001300,Texas,Gregg County,4847,0,NULL,3141
48183001400,Texas,Gregg County,4013,1,647,1961
48183001500,Texas,Gregg County,4934,1,1090,1660
48183010100,Texas,Gregg County,5997,0,NULL,1031
48183010200,Texas,Gregg County,7841,0,NULL,3587
48183010301,Texas,Gregg County,5023,0,547,1989
48183010302,Texas,Gregg County,5525,1,2022,2713
48183010400,Texas,Gregg County,8417,0,NULL,2731
48183010500,Texas,Gregg County,4873,0,NULL,2228
48183010600,Texas,Gregg County,5674,0,628,1613
48183010700,Texas,Gregg County,4929,1,433,2784
48183980000,Texas,Gregg County,6,0,NULL,0
48185180101,Texas,Grimes County,4397,0,27,2151
48185180102,Texas,Grimes County,4012,1,619,1987
48185180200,Texas,Grimes County,6660,1,296,2866
48185180301,Texas,Grimes County,4934,0,954,1245
48185180302,Texas,Grimes County,3675,1,1350,1484
48185180400,Texas,Grimes County,2926,0,NULL,98
48187210100,Texas,Guadalupe County,4463,0,156,1707
48187210200,Texas,Guadalupe County,4528,1,2285,2436
48187210300,Texas,Guadalupe County,6221,1,2988,2836
48187210400,Texas,Guadalupe County,3843,0,31,1614
48187210504,Texas,Guadalupe County,5708,0,NULL,1707
48187210505,Texas,Guadalupe County,4949,1,2530,2415
48187210506,Texas,Guadalupe County,2744,0,59,1044
48187210507,Texas,Guadalupe County,4920,0,954,1372
48187210508,Texas,Guadalupe County,2662,0,NULL,720
48187210603,Texas,Guadalupe County,1980,0,NULL,506
48187210604,Texas,Guadalupe County,7557,0,NULL,1642
48187210606,Texas,Guadalupe County,3179,0,1005,911
48187210607,Texas,Guadalupe County,8024,0,903,1133
48187210608,Texas,Guadalupe County,3811,0,1549,2011
48187210705,Texas,Guadalupe County,2997,0,3,871
48187210706,Texas,Guadalupe County,4688,0,573,2347
48187210707,Texas,Guadalupe County,4254,0,756,1193
48187210708,Texas,Guadalupe County,6396,0,7,833
48187210709,Texas,Guadalupe County,4516,0,163,917
48187210710,Texas,Guadalupe County,3509,0,265,296
48187210711,Texas,Guadalupe County,3235,0,48,366
48187210712,Texas,Guadalupe County,4496,0,0,362
48187210713,Texas,Guadalupe County,4462,0,548,834
48187210714,Texas,Guadalupe County,6472,0,1115,2066
48187210801,Texas,Guadalupe County,5052,0,NULL,1429
48187210803,Texas,Guadalupe County,3830,0,47,946
48187210804,Texas,Guadalupe County,4029,0,NULL,1374
48187210901,Texas,Guadalupe County,5413,0,298,2021
48187210902,Texas,Guadalupe County,3595,0,NULL,1017
48189950100,Texas,Hale County,5108,0,NULL,2487
48189950200,Texas,Hale County,4415,0,97,2053
48189950300,Texas,Hale County,6685,0,441,1924
48189950400,Texas,Hale County,4792,0,105,1443
48189950500,Texas,Hale County,3270,0,177,1629
48189950600,Texas,Hale County,4828,0,1560,1157
48189950700,Texas,Hale County,3063,0,57,1354
48189950800,Texas,Hale County,1430,0,474,435
48189950900,Texas,Hale County,2682,0,43,1227
48191950500,Texas,Hall County,3353,1,436,1923
48193950100,Texas,Hamilton County,2646,0,60,1114
48193950200,Texas,Hamilton County,2422,0,265,482
48193950300,Texas,Hamilton County,3449,1,717,1516
48195950100,Texas,Hansford County,1774,0,94,705
48195950300,Texas,Hansford County,3839,0,110,1821
48197950100,Texas,Hardeman County,4139,1,323,1686
48199030100,Texas,Hardin County,3682,1,1105,1605
48199030200,Texas,Hardin County,5609,0,0,1002
48199030300,Texas,Hardin County,10130,0,10,2793
48199030400,Texas,Hardin County,2378,0,NULL,781
48199030501,Texas,Hardin County,4462,0,410,707
48199030502,Texas,Hardin County,8191,0,545,1671
48199030600,Texas,Hardin County,3297,0,NULL,1197
48199030700,Texas,Hardin County,3793,0,551,1424
48199030800,Texas,Hardin County,4706,1,1063,1694
48199030900,Texas,Hardin County,4233,0,1228,1253
48199031000,Texas,Hardin County,4154,0,119,960
48201100000,Texas,Harris County,4690,0,0,884
48201210100,Texas,Harris County,9652,0,0,0
48201210400,Texas,Harris County,5328,0,NULL,2574
48201210500,Texas,Harris County,4882,0,NULL,3108
48201210600,Texas,Harris County,5497,0,NULL,1376
48201210700,Texas,Harris County,2485,0,NULL,1543
48201210800,Texas,Harris County,2753,0,NULL,1421
48201210900,Texas,Harris County,1620,0,NULL,891
48201211000,Texas,Harris County,2039,0,NULL,1060
48201211100,Texas,Harris County,6004,0,NULL,3985
48201211200,Texas,Harris County,2831,0,NULL,1327
48201211300,Texas,Harris County,5046,0,NULL,3846
48201211400,Texas,Harris County,3690,0,24,2526
48201211500,Texas,Harris County,6907,1,976,4262
48201211600,Texas,Harris County,2811,0,NULL,1422
48201211700,Texas,Harris County,3886,1,336,2296
48201211900,Texas,Harris County,5225,0,NULL,3492
48201212300,Texas,Harris County,5381,0,1,3419
48201212400,Texas,Harris County,3216,0,29,1294
48201212500,Texas,Harris County,3610,1,1996,2245
48201220100,Texas,Harris County,2097,0,NULL,1374
48201220200,Texas,Harris County,3030,0,NULL,1344
48201220300,Texas,Harris County,4509,0,NULL,2443
48201220400,Texas,Harris County,5021,0,NULL,2205
48201220500,Texas,Harris County,4288,0,NULL,2699
48201220600,Texas,Harris County,3894,0,NULL,2668
48201220700,Texas,Harris County,6317,0,15,4584
48201220800,Texas,Harris County,3289,0,181,3026
48201220900,Texas,Harris County,1852,1,589,1218
48201221000,Texas,Harris County,4037,1,521,2804
48201221100,Texas,Harris County,3598,0,162,2977
48201221200,Texas,Harris County,5994,0,NULL,4298
48201221300,Texas,Harris County,8593,0,NULL,5179
48201221400,Texas,Harris County,6137,0,NULL,3794
48201221500,Texas,Harris County,8259,0,NULL,6098
48201221600,Texas,Harris County,9217,1,1340,5120
48201221700,Texas,Harris County,8245,0,309,5614
48201221800,Texas,Harris County,4285,0,16,2932
48201221900,Texas,Harris County,4888,0,NULL,2728
48201222000,Texas,Harris County,2507,0,NULL,1267
48201222100,Texas,Harris County,5621,0,NULL,4085
48201222200,Texas,Harris County,3726,0,NULL,2339
48201222300,Texas,Harris County,4512,1,812,2911
48201222401,Texas,Harris County,3701,1,925,2167
48201222402,Texas,Harris County,5906,1,2220,3872
48201222501,Texas,Harris County,2860,0,NULL,3443
48201222502,Texas,Harris County,4025,0,357,2425
48201222503,Texas,Harris County,6614,0,NULL,5610
48201222600,Texas,Harris County,4947,0,NULL,4162
48201222700,Texas,Harris County,5175,1,395,4010
48201222800,Texas,Harris County,3561,1,2177,2140
48201222900,Texas,Harris County,7848,1,1283,3718
48201223001,Texas,Harris County,3591,0,0,2688
48201223002,Texas,Harris County,3985,0,NULL,2980
48201223100,Texas,Harris County,2111,0,57,1016
48201230100,Texas,Harris County,1705,0,NULL,752
48201230200,Texas,Harris County,5054,1,489,2999
48201230300,Texas,Harris County,1803,1,706,1232
48201230400,Texas,Harris County,3719,1,1046,1954
48201230500,Texas,Harris County,4174,1,513,1998
48201230600,Texas,Harris County,2572,1,369,1613
48201230700,Texas,Harris County,2651,0,232,1791
48201230800,Texas,Harris County,2805,0,NULL,1381
48201230900,Texas,Harris County,4231,0,117,2816
48201231000,Texas,Harris County,4282,0,NULL,2712
48201231100,Texas,Harris County,4729,0,200,2841
48201231200,Texas,Harris County,6698,1,1349,3878
48201231300,Texas,Harris County,4254,0,261,2952
48201231400,Texas,Harris County,2379,0,71,1182
48201231500,Texas,Harris County,2706,0,NULL,1748
48201231600,Texas,Harris County,2822,0,17,1653
48201231700,Texas,Harris County,3867,0,NULL,2425
48201231800,Texas,Harris County,2764,0,NULL,1682
48201231900,Texas,Harris County,6292,1,481,3645
48201232000,Texas,Harris County,4050,0,NULL,2232
48201232100,Texas,Harris County,2869,0,78,2565
48201232200,Texas,Harris County,9437,0,1093,4820
48201232301,Texas,Harris County,8913,0,NULL,6427
48201232302,Texas,Harris County,9020,1,3719,4917
48201232401,Texas,Harris County,7415,0,1900,3084
48201232402,Texas,Harris County,3714,0,NULL,1673
48201232403,Texas,Harris County,4165,1,866,2448
48201232500,Texas,Harris County,3135,1,1875,1852
48201232600,Texas,Harris County,3000,0,116,1142
48201232701,Texas,Harris County,7235,1,714,5051
48201232702,Texas,Harris County,5217,0,101,3526
48201232800,Texas,Harris County,5201,0,NULL,2220
48201232900,Texas,Harris County,7254,0,17,3034
48201233001,Texas,Harris County,3133,0,NULL,2302
48201233002,Texas,Harris County,3932,0,NULL,822
48201233003,Texas,Harris County,2235,0,NULL,516
48201233101,Texas,Harris County,4107,0,NULL,2362
48201233102,Texas,Harris County,6676,0,NULL,4971
48201233103,Texas,Harris County,5164,0,NULL,3557
48201233200,Texas,Harris County,6232,0,NULL,3543
48201233300,Texas,Harris County,4818,1,381,2574
48201233400,Texas,Harris County,2757,0,0,1706
48201233500,Texas,Harris County,7796,0,NULL,4227
48201233600,Texas,Harris County,2127,1,842,1373
48201233701,Texas,Harris County,5245,0,104,3328
48201233702,Texas,Harris County,3000,0,111,1486
48201233703,Texas,Harris County,2656,1,559,1101
48201240100,Texas,Harris County,3557,0,3,2206
48201240400,Texas,Harris County,6394,1,1313,3557
48201240501,Texas,Harris County,5418,0,232,4211
48201240502,Texas,Harris County,5594,0,NULL,4547
48201240600,Texas,Harris County,2657,0,87,2108
48201240701,Texas,Harris County,13642,1,5072,5535
48201240702,Texas,Harris County,10524,1,4705,6977
48201240801,Texas,Harris County,5157,1,1127,2843
48201240802,Texas,Harris County,3912,1,540,2880
48201240901,Texas,Harris County,8671,0,771,3978
48201240902,Texas,Harris County,11756,0,737,4612
48201241000,Texas,Harris County,8317,0,587,2736
48201241101,Texas,Harris County,4542,0,472,1238
48201241102,Texas,Harris County,11643,0,1782,3427
48201241103,Texas,Harris County,4298,1,361,1620
48201241200,Texas,Harris County,6931,0,62,2942
48201241300,Texas,Harris County,10947,0,511,1539
48201241400,Texas,Harris County,7931,1,956,3119
48201241500,Texas,Harris County,9146,1,2168,3800
48201250100,Texas,Harris County,7865,0,1051,2268
48201250200,Texas,Harris County,8428,0,214,3965
48201250301,Texas,Harris County,8587,0,1708,2589
48201250302,Texas,Harris County,9742,0,93,2176
48201250401,Texas,Harris County,12134,0,NULL,2347
48201250402,Texas,Harris County,13962,0,974,3017
48201250500,Texas,Harris County,5510,0,2,1121
48201250600,Texas,Harris County,7606,1,1397,4576
48201250701,Texas,Harris County,5373,0,NULL,1119
48201250702,Texas,Harris County,4563,0,NULL,715
48201250800,Texas,Harris County,8129,0,426,870
48201250900,Texas,Harris County,8569,0,372,702
48201251000,Texas,Harris County,2774,0,67,462
48201251100,Texas,Harris County,7400,0,495,1817
48201251200,Texas,Harris County,5584,0,40,2066
48201251300,Texas,Harris County,7159,0,30,611
48201251401,Texas,Harris County,2446,0,NULL,354
48201251402,Texas,Harris County,5924,0,NULL,1796
48201251501,Texas,Harris County,4807,0,321,487
48201251502,Texas,Harris County,9419,0,93,622
48201251503,Texas,Harris County,2264,0,NULL,219
48201251600,Texas,Harris County,5750,0,NULL,1257
48201251700,Texas,Harris County,8069,0,2205,2218
48201251800,Texas,Harris County,1847,0,NULL,616
48201251901,Texas,Harris County,9353,0,NULL,2384
48201251902,Texas,Harris County,4778,0,168,723
48201252000,Texas,Harris County,11296,0,1178,2571
48201252100,Texas,Harris County,1720,0,802,1053
48201252200,Texas,Harris County,7944,1,2130,3094
48201252301,Texas,Harris County,8862,0,205,3628
48201252302,Texas,Harris County,11443,0,1542,4175
48201252400,Texas,Harris County,6976,0,0,3312
48201252500,Texas,Harris County,4325,1,302,1867
48201252600,Texas,Harris County,7552,1,1979,4262
48201252700,Texas,Harris County,4163,0,NULL,1612
48201252800,Texas,Harris County,5882,0,NULL,2918
48201252900,Texas,Harris County,7768,0,543,2586
48201253000,Texas,Harris County,3888,0,1703,2092
48201253100,Texas,Harris County,8439,0,688,1043
48201253200,Texas,Harris County,9429,0,NULL,3448
48201253300,Texas,Harris County,3428,0,331,326
48201253400,Texas,Harris County,724,1,372,274
48201253500,Texas,Harris County,8382,1,753,4136
48201253600,Texas,Harris County,5002,0,0,3353
48201253700,Texas,Harris County,5227,0,NULL,2232
48201253800,Texas,Harris County,7717,0,1038,2534
48201253900,Texas,Harris County,4416,0,26,1662
48201254000,Texas,Harris County,3594,0,108,1200
48201254100,Texas,Harris County,5141,0,NULL,2730
48201254200,Texas,Harris County,3052,1,826,1327
48201254300,Texas,Harris County,4917,0,NULL,2089
48201254400,Texas,Harris County,3253,1,652,1906
48201254500,Texas,Harris County,2356,1,745,913
48201254600,Texas,Harris County,4067,1,1512,1476
48201254700,Texas,Harris County,2029,0,450,828
48201310100,Texas,Harris County,5884,1,770,2696
48201310200,Texas,Harris County,1463,0,NULL,232
48201310300,Texas,Harris County,4774,0,19,1888
48201310400,Texas,Harris County,4084,1,891,2510
48201310500,Texas,Harris County,4856,0,258,2483
48201310600,Texas,Harris County,6025,1,684,2888
48201310700,Texas,Harris County,4167,0,0,2122
48201310800,Texas,Harris County,2490,0,NULL,1385
48201310900,Texas,Harris County,5770,0,NULL,3390
48201311000,Texas,Harris County,7111,0,0,3406
48201311100,Texas,Harris County,5886,0,103,3390
48201311200,Texas,Harris County,4908,0,NULL,2785
48201311300,Texas,Harris County,5242,0,NULL,3246
48201311400,Texas,Harris County,1496,0,34,712
48201311500,Texas,Harris County,7611,0,NULL,3083
48201311600,Texas,Harris County,4103,0,NULL,2320
48201311700,Texas,Harris County,5593,0,NULL,3806
48201311800,Texas,Harris County,4542,0,NULL,2878
48201311900,Texas,Harris County,2448,0,3,1514
48201312000,Texas,Harris County,4089,0,538,239
48201312100,Texas,Harris County,2725,0,0,0
48201312200,Texas,Harris County,2058,0,334,1419
48201312300,Texas,Harris County,1962,1,460,1008
48201312400,Texas,Harris County,2208,1,996,1597
48201312500,Texas,Harris County,4235,0,NULL,881
48201312600,Texas,Harris County,5871,0,72,2026
48201312700,Texas,Harris County,1955,0,202,1067
48201312800,Texas,Harris County,2332,1,1871,1371
48201312900,Texas,Harris County,3941,1,538,1261
48201313000,Texas,Harris County,2349,0,640,962
48201313100,Texas,Harris County,3356,0,634,656
48201313200,Texas,Harris County,3798,0,97,1342
48201313300,Texas,Harris County,2654,1,214,906
48201313400,Texas,Harris County,2935,0,NULL,1648
48201313500,Texas,Harris County,2501,0,NULL,1831
48201313600,Texas,Harris County,4831,0,NULL,2671
48201313700,Texas,Harris County,2457,0,NULL,1091
48201313800,Texas,Harris County,4774,0,NULL,3196
48201313900,Texas,Harris County,4495,1,823,1596
48201314001,Texas,Harris County,2759,0,667,619
48201314002,Texas,Harris County,7544,1,1343,2591
48201314300,Texas,Harris County,3962,0,NULL,1853
48201314400,Texas,Harris County,3093,0,0,1294
48201320100,Texas,Harris County,2876,0,NULL,1686
48201320200,Texas,Harris County,6662,0,0,2959
48201320500,Texas,Harris County,4618,1,207,1490
48201320601,Texas,Harris County,2638,0,NULL,999
48201320602,Texas,Harris County,4537,0,NULL,2669
48201320700,Texas,Harris County,3849,0,NULL,1905
48201320800,Texas,Harris County,5367,0,NULL,3041
48201320900,Texas,Harris County,7394,0,NULL,3362
48201321000,Texas,Harris County,7508,0,0,5082
48201321100,Texas,Harris County,7397,0,1841,3529
48201321200,Texas,Harris County,4284,1,741,2383
48201321300,Texas,Harris County,5546,0,NULL,3976
48201321401,Texas,Harris County,4383,0,NULL,3494
48201321402,Texas,Harris County,4248,0,NULL,1477
48201321500,Texas,Harris County,2985,0,NULL,1740
48201321600,Texas,Harris County,6785,0,NULL,2965
48201321700,Texas,Harris County,3049,0,NULL,1017
48201321800,Texas,Harris County,4108,0,NULL,1778
48201321900,Texas,Harris County,5855,0,NULL,2272
48201322000,Texas,Harris County,4258,0,NULL,4313
48201322100,Texas,Harris County,4101,0,NULL,2290
48201322200,Texas,Harris County,1688,0,NULL,973
48201322600,Texas,Harris County,5329,1,720,2533
48201322700,Texas,Harris County,7400,0,58,3284
48201322800,Texas,Harris County,6414,0,12,3205
48201322900,Texas,Harris County,4186,0,NULL,1679
48201323000,Texas,Harris County,6318,0,NULL,5089
48201323100,Texas,Harris County,3333,0,NULL,2610
48201323200,Texas,Harris County,5612,0,NULL,1880
48201323300,Texas,Harris County,3510,0,NULL,1802
